Country,Jurisdiction type,Included in primary analysis,Vector group,Vector taxa,Vector status,Classification basis,Evidence category,Vector source IDs,Assessment cutoff,Source-linkage scope,Evidence notes
Nauru,Sovereign state,Yes,Culex,Culex tritaeniorhynchus complex,Limited / uncertain,Categorical synthesis of documented occurrence and modelled habitat suitability for the principal JEV vector complex. Status does not quantify abundance or vector competence.,Peer-reviewed global occurrence and habitat-suitability modelling,S051,2026-05-06,Global occurrence/modelling source,"The cited model distinguishes documented occurrences from predicted suitability. Country-level categories should therefore be interpreted as ecological evidence tiers, not direct entomological surveillance measurements."
Nepal,Sovereign state,Yes,Aedes,Aedes aegypti and/or Aedes albopictus,Present,"Categorical synthesis of occurrence and distribution evidence. Status denotes evidence of presence, limited/sporadic occurrence, absence, or uncertainty; it does not quantify mosquito abundance.",Peer-reviewed global occurrence/modelling; regional public-health distribution maps where applicable,S049; S050,2026-05-06,Global modelling,Vector presence indicates ecological compatibility with transmission but does not establish virus circulation. Global or regional sources may not provide a direct country-specific occurrence citation for every jurisdiction.
Nepal,Sovereign state,Yes,Culex,Culex tritaeniorhynchus complex,Present,Categorical synthesis of documented occurrence and modelled habitat suitability for the principal JEV vector complex. Status does not quantify abundance or vector competence.,Peer-reviewed global occurrence and habitat-suitability modelling,S051,2026-05-06,Global occurrence/modelling source,"The cited model distinguishes documented occurrences from predicted suitability. Country-level categories should therefore be interpreted as ecological evidence tiers, not direct entomological surveillance measurements."
Netherlands,Sovereign state,Yes,Aedes,Aedes aegypti and/or Aedes albopictus,Limited / sporadic,"Categorical synthesis of occurrence and distribution evidence. Status denotes evidence of presence, limited/sporadic occurrence, absence, or uncertainty; it does not quantify mosquito abundance.",Peer-reviewed global occurrence/modelling; regional public-health distribution maps where applicable,S049; S050; S023; S024,2026-05-06,Global modelling plus ECDC regional distribution maps,Vector presence indicates ecological compatibility with transmission but does not establish virus circulation. Global or regional sources may not provide a direct country-specific occurrence citation for every jurisdiction.
Netherlands,Sovereign state,Yes,Culex,Culex tritaeniorhynchus complex,Absent,Categorical synthesis of documented occurrence and modelled habitat suitability for the principal JEV vector complex. Status does not quantify abundance or vector competence.,Peer-reviewed global occurrence and habitat-suitability modelling,S051,2026-05-06,Global occurrence/modelling source,"The cited model distinguishes documented occurrences from predicted suitability. Country-level categories should therefore be interpreted as ecological evidence tiers, not direct entomological surveillance measurements."
New Caledonia,Territory/dependency or other jurisdiction,No,Aedes,Aedes aegypti and/or Aedes albopictus,Present,"Categorical synthesis of occurrence and distribution evidence. Status denotes evidence of presence, limited/sporadic occurrence, absence, or uncertainty; it does not quantify mosquito abundance.",Peer-reviewed global occurrence/modelling; regional public-health distribution maps where applicable,S049; S050,2026-05-06,Global modelling,Vector presence indicates ecological compatibility with transmission but does not establish virus circulation. Global or regional sources may not provide a direct country-specific occurrence citation for every jurisdiction.
New Caledonia,Territory/dependency or other jurisdiction,No,Culex,Culex tritaeniorhynchus complex,Absent,Categorical synthesis of documented occurrence and modelled habitat suitability for the principal JEV vector complex. Status does not quantify abundance or vector competence.,Peer-reviewed global occurrence and habitat-suitability modelling,S051,2026-05-06,Global occurrence/modelling source,"The cited model distinguishes documented occurrences from predicted suitability. Country-level categories should therefore be interpreted as ecological evidence tiers, not direct entomological surveillance measurements."
New Zealand,Sovereign state,Yes,Aedes,Aedes aegypti and/or Aedes albopictus,Absent,"Categorical synthesis of occurrence and distribution evidence. Status denotes evidence of presence, limited/sporadic occurrence, absence, or uncertainty; it does not quantify mosquito abundance.",Peer-reviewed global occurrence/modelling; regional public-health distribution maps where applicable,S049; S050,2026-05-06,Global modelling,Vector presence indicates ecological compatibility with transmission but does not establish virus circulation. Global or regional sources may not provide a direct country-specific occurrence citation for every jurisdiction.
New Zealand,Sovereign state,Yes,Culex,Culex tritaeniorhynchus complex,Absent,Categorical synthesis of documented occurrence and modelled habitat suitability for the principal JEV vector complex. Status does not quantify abundance or vector competence.,Peer-reviewed global occurrence and habitat-suitability modelling,S051,2026-05-06,Global occurrence/modelling source,"The cited model distinguishes documented occurrences from predicted suitability. Country-level categories should therefore be interpreted as ecological evidence tiers, not direct entomological surveillance measurements."
Nicaragua,Sovereign state,Yes,Aedes,Aedes aegypti and/or Aedes albopictus,Present,"Categorical synthesis of occurrence and distribution evidence. Status denotes evidence of presence, limited/sporadic occurrence, absence, or uncertainty; it does not quantify mosquito abundance.",Peer-reviewed global occurrence/modelling; regional public-health distribution maps where applicable,S049; S050,2026-05-06,Global modelling,Vector presence indicates ecological compatibility with transmission but does not establish virus circulation. Global or regional sources may not provide a direct country-specific occurrence citation for every jurisdiction.
